,GENDER,STRATUM,CR_S11,CC_S11,ENG_S11,CR_PRO,CC_PRO,ENG_PRO,COL_GRADE_AVG_org,HI_GRADE_AVG_org,GENDER_bin,COL_GRADE_AVG,HI_GRADE_AVG
7747,M,Stratum 3,86,73,74,100,87,92,93.0,77.66666666666667,0,1.3171586961165798,1.674869160509384
7748,F,Stratum 2,64,62,52,24,56,29,36.333333333333336,59.333333333333336,1,-1.1676177555471126,-0.17803612947374445
7749,F,Stratum 1,49,56,57,17,33,36,28.666666666666668,54.0,1,-1.5037933931251417,-0.7170631229233819
7750,F,Stratum 2,53,52,53,37,5,48,30.0,52.666666666666664,1,-1.4453280648507019,-0.8518198712857915
7751,M,Stratum 3,56,70,52,81,83,64,76.0,59.333333333333336,0,0.571725760617472,-0.17803612947374445
7752,M,Stratum 3,57,46,55,37,23,65,41.666666666666664,52.666666666666664,0,-0.9337564424493535,-0.8518198712857915
7753,M,Stratum 2,57,58,67,99,57,88,81.33333333333333,60.666666666666664,0,0.8055870737152311,-0.043279381111335606
7754,M,Stratum 4,64,58,54,78,61,71,70.0,58.666666666666664,0,0.30863178338249286,-0.24541450365494957
7755,M,Stratum 4,64,62,57,93,73,82,82.66666666666667,61.0,0,0.8640524019896714,-0.009590194020733038
7756,M,Stratum 4,49,60,53,58,85,67,70.0,54.0,0,0.30863178338249286,-0.7170631229233819
7757,F,Stratum 2,59,62,54,4,30,73,35.666666666666664,58.333333333333336,1,-1.1968504196843328,-0.2791036907455514
7758,F,Stratum 1,60,51,58,65,73,85,74.33333333333333,56.333333333333336,1,0.4986441002744221,-0.4812388132891654
7759,F,Stratum 1,63,62,54,96,30,65,63.666666666666664,59.666666666666664,1,0.030921474078903572,-0.14434694238314258
7760,M,Stratum 3,60,62,50,79,35,72,62.0,57.333333333333336,0,-0.0421601862641461,-0.3801712520173584
7761,M,Stratum 2,77,77,64,95,100,84,93.0,72.66666666666667,0,1.3171586961165798,1.169531354150349
7762,F,Stratum 2,43,52,46,35,44,64,47.666666666666664,47.0,1,-0.6706624652143743,-1.4245360518260308
7763,F,Stratum 2,69,50,49,78,76,73,75.66666666666667,56.0,1,0.5571094285488623,-0.5149280003797679
7764,M,Stratum 1,63,67,44,54,69,10,44.333333333333336,58.0,0,-0.8168257859004737,-0.312792877836154
7765,M,Stratum 2,56,60,65,93,79,93,88.33333333333333,60.333333333333336,0,1.1125300471560402,-0.07696856820193745
7766,M,Stratum 1,38,41,44,3,18,22,14.333333333333334,41.0,0,-2.1322956720753696,-2.0309414194568727
7767,M,Stratum 2,60,60,46,64,69,48,60.333333333333336,55.333333333333336,0,-0.11524184660719577,-0.5823063745609723
7768,M,Stratum 3,64,65,62,45,21,65,43.666666666666664,63.666666666666664,0,-0.8460584500376938,0.25992330270408537
7769,F,Stratum 2,66,77,74,98,79,98,91.66666666666667,72.33333333333333,1,1.2586933678421401,1.1358421670597456
7770,M,Stratum 4,74,77,72,97,98,94,96.33333333333333,74.33333333333333,0,1.4633220168026793,1.3379772896033597
7771,F,Stratum 6,72,82,76,77,81,84,80.66666666666667,76.66666666666667,1,0.7763544095780116,1.573801599237577
7772,M,Stratum 1,51,50,44,63,68,6,45.666666666666664,48.333333333333336,0,-0.7583604576260341,-1.2897793034636214
7773,F,Stratum 3,69,64,72,51,52,82,61.666666666666664,68.33333333333333,1,-0.05677651833275616,0.7315719219725177
7774,M,Stratum 2,54,62,53,24,69,58,50.333333333333336,56.333333333333336,0,-0.5537318086654944,-0.4812388132891654
7775,M,Stratum 2,60,46,54,31,61,84,58.666666666666664,53.333333333333336,0,-0.18832350695024577,-0.7844414971045863
7776,F,Stratum 4,64,62,82,96,71,93,86.66666666666667,69.33333333333333,1,1.039448386812991,0.8326394832443247
7777,F,Stratum 4,58,60,46,93,75,69,79.0,54.666666666666664,1,0.7032727492349616,-0.6496847487421775
7778,F,Stratum 1,38,39,46,4,5,54,21.0,41.0,1,-1.8399690307031706,-2.0309414194568727
7779,M,Stratum 3,64,73,59,97,93,92,94.0,65.33333333333333,0,1.3610076923224097,0.42836923815709677
7780,M,Stratum 2,64,54,52,43,35,82,53.333333333333336,56.666666666666664,0,-0.42218482004800484,-0.44754962619856353
7781,M,Stratum 2,56,58,48,67,33,22,40.666666666666664,54.0,0,-0.9776054386551833,-0.7170631229233819
7782,F,Stratum 3,58,58,72,94,66,78,79.33333333333333,62.666666666666664,1,0.7178890813035714,0.15885574143227837
7783,F,Stratum 3,66,60,57,84,7,55,48.666666666666664,61.0,1,-0.6268134690085444,-0.009590194020733038
7784,F,Stratum 3,60,64,68,88,80,90,86.0,64.0,1,1.0102157226757706,0.2936124897946879
7785,M,Stratum 2,52,49,54,83,66,68,72.33333333333333,51.666666666666664,0,0.4109461078627623,-0.9528874325575984
7786,M,Stratum 3,73,70,68,81,100,88,89.66666666666667,70.33333333333333,0,1.1709953754304805,0.9337070445161317
7787,F,Stratum 4,77,62,82,99,99,94,97.33333333333333,73.66666666666667,1,1.507171013008509,1.270598915422156
7788,F,Stratum 2,64,60,58,97,53,71,73.66666666666667,60.666666666666664,1,0.46941143613720254,-0.043279381111335606
7789,F,Stratum 6,87,82,95,85,86,97,89.33333333333333,88.0,1,1.1563790433618701,2.7192339603180558
7790,M,Stratum 2,45,40,48,15,23,77,38.333333333333336,44.333333333333336,0,-1.079919763135453,-1.6940495485508493
7791,F,Stratum 2,62,62,64,92,40,86,72.66666666666667,62.666666666666664,1,0.4255624399313727,0.15885574143227837
7792,F,Stratum 3,62,67,62,55,90,94,79.66666666666667,63.666666666666664,1,0.7325054133721818,0.25992330270408537
7793,F,Stratum 3,59,53,74,59,82,74,71.66666666666667,62.0,1,0.38171344372554283,0.09147736725107394
7794,F,Stratum 3,63,60,50,100,40,65,68.33333333333333,57.666666666666664,1,0.23555012303944284,-0.34648206492675654
7795,F,Stratum 2,56,56,52,73,71,82,75.33333333333333,54.666666666666664,1,0.5424930964802519,-0.6496847487421775
7796,F,Stratum 4,75,70,74,96,94,95,95.0,73.0,1,1.4048566885282396,1.2032205412409507
7797,M,Stratum 3,86,77,76,100,99,96,98.33333333333333,79.66666666666667,0,1.551020009214339,1.8770042830529978
7798,F,Stratum 1,59,54,48,55,52,61,56.0,53.666666666666664,1,-0.3052541634991253,-0.7507523100139845
7799,F,Stratum 6,74,67,65,66,76,93,78.33333333333333,68.66666666666667,1,0.6740400850977415,0.765261109063121
7800,F,Stratum 2,60,65,72,86,94,81,87.0,65.66666666666667,1,1.0540647188816006,0.4620584252477
7801,M,Stratum 3,56,62,46,58,74,71,67.66666666666667,54.666666666666664,0,0.20631745890222336,-0.6496847487421775
7802,M,Stratum 3,64,60,58,81,58,75,71.33333333333333,60.666666666666664,0,0.36709711165693243,-0.043279381111335606
7803,M,Stratum 3,61,58,74,54,75,85,71.33333333333333,64.33333333333333,0,0.36709711165693243,0.32730167688528977
7804,M,Stratum 4,74,91,76,90,92,99,93.66666666666667,80.33333333333333,0,1.3463913602538,1.9443826572342016
7805,F,Stratum 3,71,82,80,96,97,86,93.0,77.66666666666667,1,1.3171586961165798,1.674869160509384
7806,F,Stratum 2,66,62,76,80,91,92,87.66666666666667,68.0,1,1.0832973830188206,0.6978827348819159
7807,M,Stratum 3,67,68,65,14,76,67,52.333333333333336,66.66666666666667,0,-0.4660338162538347,0.5631259865195071
7808,F,Stratum 1,81,77,64,76,90,80,82.0,74.0,1,0.8348197378524512,1.3042881025127577
7809,M,Stratum 3,66,62,67,65,78,76,73.0,65.0,0,0.44017877199998245,0.3946800510664949
7810,M,Stratum 3,71,70,59,87,93,72,84.0,66.66666666666667,0,0.922517730264111,0.5631259865195071
7811,F,Stratum 2,64,56,80,94,81,91,88.66666666666667,66.66666666666667,1,1.1271463792246506,0.5631259865195071
7812,M,Stratum 1,65,60,67,49,19,78,48.666666666666664,64.0,0,-0.6268134690085444,0.2936124897946879
7813,F,Stratum 2,54,49,48,45,35,60,46.666666666666664,50.333333333333336,1,-0.7145114614202042,-1.0876441809200073
7814,F,Stratum 2,72,64,72,70,84,83,79.0,69.33333333333333,1,0.7032727492349616,0.8326394832443247
7815,M,Stratum 5,71,70,82,89,87,95,90.33333333333333,74.33333333333333,0,1.2002280395676999,1.3379772896033597
7816,F,Stratum 2,61,62,62,13,51,67,43.666666666666664,61.666666666666664,1,-0.8460584500376938,0.05778818016047138
7817,M,Stratum 1,50,55,67,53,69,84,68.66666666666667,57.333333333333336,0,0.25016645510805324,-0.3801712520173584
7818,M,Stratum 3,74,82,95,94,100,96,96.66666666666667,83.66666666666667,0,1.4779383488712896,2.2812745281402256
7819,F,Stratum 5,62,56,68,84,54,86,74.66666666666667,62.0,1,0.5132604323430324,0.09147736725107394
7820,F,Stratum 1,61,54,59,56,42,4,34.0,58.0,1,-1.2699320800273823,-0.312792877836154
7821,M,Stratum 3,66,67,82,73,73,99,81.66666666666667,71.66666666666667,0,0.8202034057838415,1.0684637928785419
7822,M,Stratum 5,59,49,67,75,75,94,81.33333333333333,58.333333333333336,0,0.8055870737152311,-0.2791036907455514
7823,M,Stratum 4,56,51,46,75,42,79,65.33333333333333,51.0,0,0.10400313442195325,-1.0202658067388028
7824,M,Stratum 2,51,52,58,36,28,68,44.0,53.666666666666664,0,-0.8314421179690837,-0.7507523100139845
7825,F,Stratum 5,66,70,82,88,78,98,88.0,72.66666666666667,1,1.0979137150874305,1.169531354150349
7826,M,Stratum 2,56,51,43,48,83,13,48.0,50.0,0,-0.6560461331457642,-1.12133336801061
7827,M,Stratum 2,56,54,46,23,78,54,51.666666666666664,52.0,0,-0.49526648039105486,-0.9191982454669959
7828,F,Stratum 2,66,67,55,63,80,80,74.33333333333333,62.666666666666664,1,0.4986441002744221,0.15885574143227837
7829,M,Stratum 4,66,67,72,85,54,85,74.66666666666667,68.33333333333333,0,0.5132604323430324,0.7315719219725177
7830,F,Stratum 6,75,73,74,97,74,88,86.33333333333333,74.0,1,1.0248320547443805,1.3042881025127577
7831,M,Stratum 2,78,82,78,97,98,100,98.33333333333333,79.33333333333333,0,1.551020009214339,1.8433150959623945
7832,M,Stratum 2,71,73,65,50,93,70,71.0,69.66666666666667,0,0.3524807795883227,0.866328670334928
7833,F,Stratum 4,74,77,85,99,95,98,97.33333333333333,78.66666666666667,1,1.507171013008509,1.7759367217811908
7834,F,Stratum 3,74,77,68,88,87,73,82.66666666666667,73.0,1,0.8640524019896714,1.2032205412409507
7835,F,Stratum 3,77,82,72,94,97,92,94.33333333333333,77.0,1,1.3756240243910194,1.6074907863281787
7836,F,Stratum 5,81,58,82,45,37,88,56.666666666666664,73.66666666666667,1,-0.2760214993619055,1.270598915422156
7837,M,Stratum 3,66,62,53,84,97,84,88.33333333333333,60.333333333333336,0,1.1125300471560402,-0.07696856820193745
7838,M,Stratum 3,43,41,64,29,17,87,44.333333333333336,49.333333333333336,0,-0.8168257859004737,-1.1887117421918143
7839,F,Stratum 2,67,62,64,72,22,71,55.0,64.33333333333333,1,-0.3491031597049552,0.32730167688528977
7840,F,Stratum 3,54,53,55,34,8,64,35.333333333333336,54.0,1,-1.2114667517529425,-0.7170631229233819
7841,F,Stratum 2,66,60,70,78,74,81,77.66666666666667,65.33333333333333,1,0.644807420960522,0.42836923815709677
7842,M,Stratum 1,52,49,43,70,34,46,50.0,48.0,0,-0.5683481407341046,-1.3234684905542238
7843,M,Stratum 3,77,73,60,82,98,83,87.66666666666667,70.0,0,1.0832973830188206,0.9000178574255299
7844,M,Stratum 1,53,50,53,70,29,39,46.0,52.0,0,-0.743744125557424,-0.9191982454669959
7845,M,Stratum 3,63,70,62,92,77,82,83.66666666666667,65.0,0,0.9079013981955012,0.3946800510664949
7846,F,Stratum 2,55,56,52,69,57,51,59.0,54.333333333333336,1,-0.1737071748816357,-0.6833739358327794
7847,M,Stratum 5,74,77,82,92,82,96,90.0,77.66666666666667,0,1.1856117074990902,1.674869160509384
7848,M,Stratum 2,56,54,53,41,59,74,58.0,54.333333333333336,0,-0.21755617108746558,-0.6833739358327794
7849,F,Stratum 1,56,62,53,4,48,70,40.666666666666664,57.0,1,-0.9776054386551833,-0.413860439107961
7850,M,Stratum 3,71,77,72,97,95,91,94.33333333333333,73.33333333333333,0,1.3756240243910194,1.2369097283315527
7851,F,Stratum 1,58,67,46,92,18,70,60.0,57.0,1,-0.12985817867580585,-0.413860439107961
7852,F,Stratum 6,65,64,74,81,79,99,86.33333333333333,67.66666666666667,1,1.0248320547443805,0.664193547791314
7853,M,Stratum 3,49,50,40,40,6,40,28.666666666666668,46.333333333333336,0,-1.5037933931251417,-1.4919144260072352
7854,F,Stratum 3,64,60,53,69,91,73,77.66666666666667,59.0,1,0.644807420960522,-0.211725316564347
7855,F,Stratum 2,53,48,48,18,20,8,15.333333333333334,49.666666666666664,1,-2.0884466758695397,-1.1550225551012125
7856,M,Stratum 3,61,62,60,94,97,88,93.0,61.0,0,1.3171586961165798,-0.009590194020733038
7857,F,Stratum 1,77,60,46,71,56,53,60.0,61.0,1,-0.12985817867580585,-0.009590194020733038
7858,M,Stratum 3,62,67,68,58,30,63,50.333333333333336,65.66666666666667,0,-0.5537318086654944,0.4620584252477
7859,F,Stratum 1,66,60,52,65,74,26,55.0,59.333333333333336,1,-0.3491031597049552,-0.17803612947374445
7860,F,Stratum 3,60,62,58,81,93,62,78.66666666666667,60.0,1,0.688656417166352,-0.11065775529254003
7861,M,Stratum 2,63,60,65,93,81,74,82.66666666666667,62.666666666666664,0,0.8640524019896714,0.15885574143227837
7862,M,Stratum 2,50,47,46,27,3,30,20.0,47.666666666666664,0,-1.8838180269090006,-1.3571576776448264
7863,M,Stratum 1,35,43,50,11,3,44,19.333333333333332,42.666666666666664,0,-1.9130506910462204,-1.8624954840038614
7864,F,Stratum 1,43,48,40,33,22,4,19.666666666666668,43.666666666666664,1,-1.8984343589776107,-1.7614279227320544
7865,M,Stratum 1,65,62,55,67,64,46,59.0,60.666666666666664,0,-0.1737071748816357,-0.043279381111335606
7866,M,Stratum 3,53,56,55,36,22,84,47.333333333333336,54.666666666666664,0,-0.685278797282984,-0.6496847487421775
7867,F,Stratum 2,86,77,70,96,87,96,93.0,77.66666666666667,1,1.3171586961165798,1.674869160509384
7868,M,Stratum 3,50,55,48,54,9,66,43.0,51.0,0,-0.8752911141749136,-1.0202658067388028
7869,M,Stratum 2,56,60,57,71,65,86,74.0,57.666666666666664,0,0.48402776820581234,-0.34648206492675654
7870,M,Stratum 1,62,62,57,86,8,83,59.0,60.333333333333336,0,-0.1737071748816357,-0.07696856820193745
7871,F,Stratum 3,62,67,65,83,89,84,85.33333333333333,64.66666666666667,1,0.9809830585385506,0.36099086397589303
7872,M,Stratum 2,63,64,62,75,82,68,75.0,63.0,0,0.5278767644116422,0.19254492852288094
7873,M,Stratum 6,74,82,85,96,100,100,98.66666666666667,80.33333333333333,0,1.5656363412829493,1.9443826572342016
7874,M,Stratum 1,56,56,46,16,64,25,35.0,52.666666666666664,0,-1.2260830838215526,-0.8518198712857915
7875,F,Stratum 4,74,51,50,41,9,46,32.0,58.333333333333336,1,-1.3576300724390422,-0.2791036907455514
7876,F,Stratum 3,66,77,90,47,96,97,80.0,77.66666666666667,1,0.7471217454407916,1.674869160509384
7877,F,Stratum 3,66,67,55,99,90,74,87.66666666666667,62.666666666666664,1,1.0832973830188206,0.15885574143227837
7878,M,Stratum 2,71,77,59,80,79,76,78.33333333333333,69.0,0,0.6740400850977415,0.7989502961537228
7879,F,Stratum 2,77,70,67,82,88,76,82.0,71.33333333333333,1,0.8348197378524512,1.0347746057879386
7880,M,Stratum 3,75,64,53,44,1,74,39.666666666666664,64.0,0,-1.0214544348610133,0.2936124897946879
7881,F,Stratum 2,61,70,62,79,89,80,82.66666666666667,64.33333333333333,1,0.8640524019896714,0.32730167688528977
7882,M,Stratum 2,68,73,67,98,92,93,94.33333333333333,69.33333333333333,0,1.3756240243910194,0.8326394832443247
7883,F,Stratum 2,52,47,49,31,23,27,27.0,49.333333333333336,1,-1.5768750534681915,-1.1887117421918143
7884,M,Stratum 2,69,70,57,86,92,79,85.66666666666667,65.33333333333333,0,0.995599390607161,0.42836923815709677
7885,F,Stratum 3,51,44,40,19,11,24,18.0,45.0,1,-1.9715160193206602,-1.6266711743696447
7886,M,Stratum 3,61,55,58,31,28,13,24.0,58.0,0,-1.708422042085681,-0.312792877836154
7887,M,Stratum 1,56,67,52,83,18,67,56.0,58.333333333333336,0,-0.3052541634991253,-0.2791036907455514
7888,M,Stratum 1,56,49,58,74,15,77,55.333333333333336,54.333333333333336,0,-0.33448682763634513,-0.6833739358327794
7889,M,Stratum 2,68,65,55,51,22,60,44.333333333333336,62.666666666666664,0,-0.8168257859004737,0.15885574143227837
7890,M,Stratum 2,62,54,64,7,93,63,54.333333333333336,60.0,0,-0.378335823842175,-0.11065775529254003
7891,M,Stratum 2,48,65,39,70,62,34,55.333333333333336,50.666666666666664,0,-0.33448682763634513,-1.0539549938294055
7892,M,Stratum 2,53,52,49,68,27,69,54.666666666666664,51.333333333333336,0,-0.3637194917735652,-0.9865766196482003
7893,F,Stratum 4,50,60,57,13,49,12,24.666666666666668,55.666666666666664,1,-1.6791893779484612,-0.5486171874703706
7894,M,Stratum 1,62,46,52,81,65,33,59.666666666666664,53.333333333333336,0,-0.1444745107444159,-0.7844414971045863
7895,M,Stratum 2,69,77,74,97,100,91,96.0,73.33333333333333,0,1.4487056847340694,1.2369097283315527
7896,F,Stratum 4,50,50,48,90,80,75,81.66666666666667,49.333333333333336,1,0.8202034057838415,-1.1887117421918143
7897,F,Stratum 3,49,60,54,61,56,54,57.0,54.333333333333336,1,-0.26140516729329544,-0.6833739358327794
7898,F,Stratum 2,53,58,53,25,2,41,22.666666666666668,54.666666666666664,1,-1.7668873703601211,-0.6496847487421775
7899,F,Stratum 3,54,45,48,26,7,67,33.333333333333336,49.0,1,-1.2991647441646021,-1.222400929282417
7900,M,Stratum 2,52,51,48,10,41,69,40.0,50.333333333333336,0,-1.0068381027924032,-1.0876441809200073
7901,F,Stratum 4,81,70,90,85,40,96,73.66666666666667,80.33333333333333,1,0.46941143613720254,1.9443826572342016
7902,F,Stratum 3,64,43,62,3,2,70,25.0,56.333333333333336,1,-1.664573045879851,-0.4812388132891654
7903,F,Stratum 2,66,60,76,84,68,86,79.33333333333333,67.33333333333333,1,0.7178890813035714,0.6305043607007107
7904,F,Stratum 2,54,55,58,52,30,69,50.333333333333336,55.666666666666664,1,-0.5537318086654944,-0.5486171874703706
7905,F,Stratum 2,58,58,76,85,42,77,68.0,64.0,1,0.2209337909708331,0.2936124897946879
7906,F,Stratum 3,55,56,78,87,72,76,78.33333333333333,63.0,1,0.6740400850977415,0.19254492852288094
7907,F,Stratum 3,56,64,59,74,69,68,70.33333333333333,59.666666666666664,1,0.3232481154511026,-0.14434694238314258
7908,F,Stratum 2,64,67,80,62,77,89,76.0,70.33333333333333,1,0.571725760617472,0.9337070445161317
7909,F,Stratum 2,72,60,72,42,47,83,57.333333333333336,68.0,1,-0.2467888352246854,0.6978827348819159
7910,F,Stratum 2,77,62,85,90,60,86,78.66666666666667,74.66666666666667,1,0.688656417166352,1.371666476693963
7911,F,Stratum 2,51,46,55,13,37,40,30.0,50.666666666666664,1,-1.4453280648507019,-1.0539549938294055
7912,F,Stratum 2,77,67,70,84,9,87,60.0,71.33333333333333,1,-0.12985817867580585,1.0347746057879386
7913,M,Stratum 3,56,67,67,44,82,90,72.0,63.333333333333336,0,0.3963297757941526,0.2262341156134835
7914,M,Stratum 3,56,67,70,73,84,90,82.33333333333333,64.33333333333333,0,0.849436069921061,0.32730167688528977
7915,M,Stratum 3,64,65,59,63,62,22,49.0,62.666666666666664,0,-0.6121971369399344,0.15885574143227837
7916,M,Stratum 3,46,45,65,47,18,78,47.666666666666664,52.0,0,-0.6706624652143743,-0.9191982454669959
7917,F,Stratum 5,56,60,49,31,62,83,58.666666666666664,55.0,1,-0.18832350695024577,-0.615995561651575
7918,F,Stratum 2,66,62,82,80,88,81,83.0,70.0,1,0.8786687340582812,0.9000178574255299
7919,M,Stratum 2,52,55,46,82,76,49,69.0,51.0,0,0.264782787176663,-1.0202658067388028
7920,F,Stratum 3,53,58,50,35,65,77,59.0,53.666666666666664,1,-0.1737071748816357,-0.7507523100139845
7921,F,Stratum 2,55,62,50,39,45,64,49.333333333333336,55.666666666666664,1,-0.5975808048713244,-0.5486171874703706
7922,M,Stratum 2,64,82,60,59,4,62,41.666666666666664,68.66666666666667,0,-0.9337564424493535,0.765261109063121
7923,M,Stratum 2,60,49,52,57,64,36,52.333333333333336,53.666666666666664,0,-0.4660338162538347,-0.7507523100139845
7924,F,Stratum 2,42,50,42,17,51,37,35.0,44.666666666666664,1,-1.2260830838215526,-1.6603603614602473
7925,F,Stratum 1,77,77,70,99,59,33,63.666666666666664,74.66666666666667,1,0.030921474078903572,1.371666476693963
7926,M,Stratum 2,56,58,43,40,52,68,53.333333333333336,52.333333333333336,0,-0.42218482004800484,-0.8855090583763934
7927,M,Stratum 2,67,58,76,91,49,83,74.33333333333333,67.0,0,0.4986441002744221,0.5968151736101088
7928,F,Stratum 2,49,50,52,2,6,67,25.0,50.333333333333336,1,-1.664573045879851,-1.0876441809200073
7929,M,Stratum 1,49,44,59,34,70,44,49.333333333333336,50.666666666666664,0,-0.5975808048713244,-1.0539549938294055
7930,F,Stratum 1,64,60,70,64,81,86,77.0,64.66666666666667,1,0.6155747568233019,0.36099086397589303
7931,M,Stratum 2,69,73,64,56,36,84,58.666666666666664,68.66666666666667,0,-0.18832350695024577,0.765261109063121
7932,M,Stratum 3,55,52,52,53,65,72,63.333333333333336,53.0,0,0.016305142010293823,-0.818130684195189
7933,F,Stratum 2,86,73,76,91,83,83,85.66666666666667,78.33333333333333,1,0.995599390607161,1.7422475346905875
7934,F,Stratum 2,77,65,76,63,85,92,80.0,72.66666666666667,1,0.7471217454407916,1.169531354150349
7935,M,Stratum 3,44,35,43,15,25,16,18.666666666666668,40.666666666666664,0,-1.9422833551834404,-2.064630606547475
7936,M,Stratum 2,64,62,44,78,63,41,60.666666666666664,56.666666666666664,0,-0.10062551453858604,-0.44754962619856353
7937,F,Stratum 3,62,65,59,84,92,87,87.66666666666667,62.0,1,1.0832973830188206,0.09147736725107394
7938,M,Stratum 3,65,62,59,21,78,78,59.0,62.0,0,-0.1737071748816357,0.09147736725107394
7939,M,Stratum 2,49,46,48,56,65,71,64.0,47.666666666666664,0,0.04553780614751363,-1.3571576776448264
